question_id,question_description,answer_category_num,question_description_clean
7335,يتكون بلا شرف اذا ما بتحلقون راح زمانك يا زمك,Mockery,تكون بلا شرف بتحلقون زمان يا زم
6387,تجلس المواطنين ع خازوق من قياس …,Violent,جلس مواطن خازوق قياس 
7363,حزب الله وكيل إيران بلبنان لو كان القول بلنان لاسرائيل أو لإيران، ما كتير في فرق بالحالتين اللبناني ماكل هوا  ليش أكون وكيل طرف ضد طرف تاني، وأدفع دمّي مشان أحافظ على استعبادي أو أغير السيد تبعي,Normal,حزب الله وكيل ايران لبنان قول بلنان اسراءيل او ايران كتير فرقه حاله لبناني ماكل هوا ليش كان وكيل طرف طرف تاني دفع دم مشان حافظ استعباد او غير سيد تبع
8751,لعنة الله على المجرمين🇲🇦🇩🇿🇵🇸️,Mockery,لعنه الله مجرم 
2927, حدا سمعك شي كلمة حلوة بتليق بمقامك اكيد لا طيب انا رح سمعك هيي سد نيعك يا كلب يا زمك يلعن شكلك شو واطي وسافل…,Violent,حدا سمع شي كلمه حل بتليق مقام اكيد طيب رح سمع هيي سد نيع يا كلب يا زم لعن شكل شو واطي سافل 
1959,هيدا فايك اكونت ما عندو فلورز بس لازمو بهدلي ليك يا حيوان يا ابن الكلب صباط ونعل صباط بيت الحريري براسك يا كلب نبح عامل اكونت مزيف لانك منك رجال ولك تفه عليك يا واطي وهلق فيني قول ارتحت نفسيا,Religious affiliation,هيدا ايكه اكونت عندو فلورز ازم اهدل ل ي يا حيوان يا ابن كلب صباط علا صباط بيت حريري راس يا كلب نبح عامل اكونت مزيف ان من رجل ل فاه يا واطي وهلق ين قول ارتاح نفس ي
4455,عن جد بأسف لهالعنصرية وتأليه الزعيم والخطب الرنانة   بتأسف يكون عنّا بلبنان يلقون اشخاص يرمون  ,Mockery,جد اسف لهالعنصريه تالي زعيم خطبه رنان تاسف عن لبنان لقي شخص رمي
7286,يدومك صوت للحق حضرة الرئيس ,Normal,دام صوت حق حضر رءيس
2097,انتو عم تاكلوا هوا لأنو هالدول و الشعوب داعمينكم بلا مؤاخذة,Mockery,انتوي عم اكل هوا نوي هالدول شعب داعمينكم بلا مءاخذه
5721,انت اكبر مستفيد يا تاجر الدم ,Religious affiliation,اكبر مستفيد يا تاجر دم
3082,شكرًا على طول بالك يا اخ نزار وأنك مش عّم تاخود الأمور بشكل شخصي,Normal,شكر طول بال يا نزار ان مش عم تاخود امر شخصي
3307,وليد بيك انت الجزمة ونحنا جريك من شعارات الحزن التقدمي ,Religious affiliation,وليد بك جزم ه ناح جري شعار حزن تقدمي
2019,سامع يابهيمة,Mockery,سامع يابهيمه
3425,مدرسة ميشال عون بترفع الراس✌ ,Religious affiliation,مدرسه ميشيل عون ترفع راس 
6739,دمشق حانيه العرب والام الرحيم والاب الرؤوف والشقيق الحاضن ولكن العرب طمعوا بها وقسوا عليها وارادوا ذب… ,Religious affiliation,دمشق حانيه عرب ام رحيم اب رءوف شقيق حاضن عرب طمع قسا اراد ذب 
314,اهلا وسهلا بأمير القمة أمير قطر ,Religious affiliation,سهل امير قمه امير قطر
4416,قال رسول الله صلى الله عليه وسلم من سب أصحابي فعليه لعنة الله والملائكة والناس أجمعين، لا يقبل الله منه صرفا ولا عدلا,Religious affiliation,رسول الله صلي الله سلم سب صاحب علي لعنه الله ملاك ناس اجمع قبل الله صرف عدل
4352,آخ يا جبران باسيل شو قاهر عالم     انت معلم منا وجر,Religious affiliation,اخ يا جبران باسيل شو قاهر عالم معلم من جر
2393,كنت فوبيا الشيخ سعد صرت فوبيا اللواء عثمان ارحم حالك شوي ,Religious affiliation,كان فوبيا شيخ سعد صار فوبيا لواء عثمان رحم حال شوي
3676,من غير المقبول أن يتدخل أحد في التحقيق ومن يضلل جعلنا نشك بأنه يتستر على القاتل ,Religious affiliation,مقبول ان تدخل احد تحقيق ضلل جعل شكا ان تستر قاتل
4087,مطبلجي بوق متله متل غيره,Mockery,مطبلجي بوق متله متل غير
5653,دميم الكلب ليس له مكان بين العرب اﻻشراف انه حثالة وأمير الشواذ والمخنثين ﻻ مرحبا به في أي مكان أو زمان… ,Violent,دميم كلب مكان عرب اﻻشراف حثاله امير شاذ مخنث ﻻ مرحبا اي مكان او زمان 
1511,حبيب فياض اعترف بمقابلة تلبفزيونبة بانو زعران حركة امل كلاب بيعضوا,Mockery,فياض اعترف مقابل تلبفزيونبه ب ان ني ازعر حركه امل كلب بيعضوا
6518,ههههههههههه كول هوا,Violent,ههههههههههه كول هوا
8859,لاحول ولا قوة إلا بالله العلي العظيم.ألا لعنة الله على الصهاينة المجرمين.اللهم إنصر أهلنا في فلسطين,Normal,حال الا الله علي عظيم الا لعنه الله صهيوني مجرم اللهم نصر اهل فلسطين
3199,انت شخص تافه لدرجة واطية جداً ، أنا بحطك علي مستوا صرصور  يا قطوش ,Sexual harrasment,شخص تافه درجه واطي جد انا حط مستوا صرصور يا قطوش
4638,أنت اقذر واوسخ منه ,Violent,انت قذر اوسخ
4464,خااههاهاه خراس ولاك,Mockery,خااههاهاه خراس ولي
2983,هذا رأيك ولكن نقاشنا عقيم لأن الوطنيه هي كل ظفر لبناني و ليس الآلاف ولك حرية التبعيه لوئام,Normal,راي نقاش عقيم ان وطني ظفر لبناني الف ل حر تبعيه وءام
5402,عنوان غلط اولا هو ولا مرة حكي عن الثلث,Normal,عنوان غلط اول حكي ثلث
7915,كيلو بويا عوجك و مبيني ختيارة,Violent,كيلو بويا اعوج مبين ختياره
2308,وهاب آن الآوان لإقالة هذا الرجل قبل ان يدمر المؤسسة ,Mockery,وهاب ان اوان اقاله رجل دمر مءسسه
615,سيدفع ثمن افعاله المجرمة ولو بعد حين يومها لن ينفعه المال ,Religious affiliation,دفع ثمن فعل مجرم لو يوم نفع مال
255,"روح انتحر كب حالك بالبحر اطهر ارض و انجس قوم
",Violent,روح انتحر كب حال بحر طهر ارض نجس قوم
7881,سمّعنا سكوتك يا بغلول ,Mockery,سمع سكوت يا غلول
1825,كول هوا بشرفك,Mockery,كول هوا شرف
1013,بعده هالبغل عايش ,Mockery,بعد هالبغل عايش
5758,هههه اخ وئام كون واقعي شوي انت بينك وبين حالك عارف انو وليد بيك بمتل الاغلبية الساحقة الدرزية,Violent,هههه وءام كون واقعي شوي بين حال عارف نوي وليد بك بمتل اغلبي ه س احق درزي
724,لقاء خلدة قادر ان يسمي شيخ فتنة او شيخ تحريض او اي شيخ إلا العقل فاقد الشيء لا يعطيه ,Religious affiliation,خلد قادر سمي شيخ انهي شيخ تحريض شيخ الا عقل فاقد شيء اعطي
7792,اكثر ثلاث كلمات متداولة من الاكثر للاقل باسيل جبران الوزير     ,Mockery,كلمه متداول اكثر اقل باسيل جبران وزير
1660,اجواء اوروبيه بواقع صومالي زنجي حقير,Racist,جو اوربي واقع صومالي زنجي حقير
5742,قداي بدك نمرة الضبان خبرني حتى شوف اذا في قياسك لانو صباط الاستاذ كبير بغطيك كلك فا بدك وحدي تجي عقياسك ,Violent,قد ي بد مر ضب خبر شوف قياس نوي صباط استاذ كبير بغطيك كلك ا بد وحد تجي عقياسك
2311,بغض النظر عن صحّة ترجمة تصريح جبران باسيل لل ، الحق في زوال اسرائيل وليس في أمنها,Normal,غض نظر صحه ترجم تصريح جبران باسيل لل حق زوال اسراءيل امن
2353,هودي ما رح يتغيّروا وما تغيّروا,Mockery,هود رح تغير ما غير
7093,وانا اتمنى يا وهاب الكلب عدم توجيه كلامك الى معلمك وليد بيك الأنو الكلاب لي متلك ما بتح… ,Violent,انا تمني يا وهاب كلب توجيه كلام معلم وليد بك الانو كلب ل متلك بتح 
2203,قال رح يطلعوا على ادلب الله يكون بالعون,Normal,رح اطلع ادلب الله عون
3256,من كلمة معالي الوزير جبران باسيل في افتتاحية القمة العربية,Normal,كلمه معالي وزير جبران باسيل افتتاح قمه عربي
1165,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟ ,Mockery,يحمار والحبتور كنتو مجتمع باريس سنه فندق الريتس ممكن تحكيلي دفعلك 
5863,التنين نفس الخريه      ,Violent,تنين الخريه
4008,ضيعان الفهم يا دكتور,Mockery,ضيعان ف هم يا دكتور
3284,كتبت عن جبران باسيل كل حركة أمل عملولي ريتويت,Normal,كتب جبران باسيل حركه امل عملولي ريتويت
3514,حمير المصيبة بينسمع كلامهن,Violent,حمار مصيبه بينسمع كلام
2427,بدي تاكل هوا و بس,Violent,بد اكل هوا
7462,الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,Mockery,روسي مفروض ينشهروا وقاحه مو بالڤودكا
5229,هل انتِ شاذة كي تدافعي عن هؤلاء المنحرفين,Racist,انت شاذ كي دافع منحرف
7858,وكان حضور تميم للبنان مُرحب به جداً ,Mockery,حضور تميم لبنان مرحب جد
3457,لن ينسى أهل سوريا المجرم أبو صووايخ اللي بدو يحرر القدس بس يخلص أول على نساء وأطفال سوريا ,Violent,نسي اهل سوريا مجرم ابو صووايخ ل ي بدوي حرر قدس خلص اول نساء طفل سوريا
464,اشتراكي اصيل على فكرة هناك فرق بين الاشتراكي و الجنبلاطي وما فيك تكون إقطاعي واشتراكي بنفس الوقت ياريت قلت عنو جنبلاطي اصيل كنت بإيدك,Racist,اشتراكي اصيل كره فرقه اشتراكي جنبلاطي ما في قطيع اشتراكي نفس ياريت قال عنو جنبلاطي اصيل كان بايدك
3519,لكن حضر حالك يا قمر     ,Violent,حضر حال يا قمر
5883,سيرى الناس كيف سيزحف كل من أساء لسوريا وحلفاء سوريا للأعتذار نادمين خانعين ,Violent,سري ناس زحف اساء سوريا حليف سوريا اعتذار نادم خانع
1487,محاولاتكن فاشلة ويائسة  دعوة الغريب اجت بس لأن معروفة عنا مين ببقدر يحالس شيخ العقل ومستوى حضور قمتكن م  ,Normal,محاوله فاشل ياءس دعا غريب اج ان معروف عن مين ببقدر يحالس شيخ عقل مستوي حضور قمه
7272,نصيحة ببلاش عندك نقص كتير بال لازم تصير تاخد كل يوم وأول ثلاث اشهر ثلاث مرات بالنهار قبل الاكل وبدون ماء ,Normal,نصيحه بلاش عند نقص كتير بال لازم صار تاخد اول شهر مره نهار اكل دون ماء
7450,البيوت الحمرا بل المرجة ، والجامع اشرف وأطهر منك,Religious affiliation,بيت الحمرا المرجه جامع اشرف طهر من
620,انا وعم بحضر عل اليوم اختصاصية تغذية لاحظت شغلة ليه كل اختصاصيات التغذية بيحكوا بنفس الطريقة؟ 😀,Racist,عم حضر اختصاص تغذيه لاحظ شغل ليه اختصاص ي تغذيه بيحكوا نفس طريقه 
